gene	coord	86minua2_CAST	86minua2_129S1	86minua2_total	86minua2_CAST/all	86minua2_htseqCount
Pgm3	chr9:86564677-86564872	49	30	79	0.620253	404
Pgp	chr17:24470473-24471149	14	19	33	0.424242	228
Pgpep1	chr8:70651182-70651414	82	34	116	0.706897	269
Pgrmc1	chrX:36604788-36606079	40	26	66	0.606061	1418
Pgrmc2	chr3:41070280-41070435	35	34	69	0.507246	228
Pgs1	chr11:118023405-118024011	34	38	72	0.472222	215
Phactr2	chr10:13247002-13247195	3	12	15	0.2	77
Phactr4	chr4:132369734-132369915	39	57	96	0.40625	142
Phax	chr18:56586877-56587712	57	55	112	0.508929	317
Phb	chr11:95679694-95680773	367	392	759	0.483531	1516
Phb2	chr6:124716604-124716945	384	418	802	0.478803	1604
Phc1	chr6:122334070-122334150	143	116	259	0.552124	913
Phf11a	chr14:59276913-59277569	22	25	47	0.468085	67
Phf11d	chr14:59361734-59361855	260	252	512	0.507812	760
Phf12	chr11:78029317-78030535	28	26	54	0.518519	385
Phf13	chr4:151992070-151992592	56	55	111	0.504505	170
Phf14	chr6:12006985-12007106	20	37	57	0.350877	261
Phf19	chr2:34893755-34896061	25	13	38	0.657895	140
Phf20	chr2:156307294-156309953	51	75	126	0.404762	627
Phf20l1	chr15:66636684-66637032	11	7	18	0.611111	143
Phf23	chr11:69999238-70000011	35	45	80	0.4375	484
Phf5a	chr15:81864516-81865892	31	19	50	0.62	491
Phf6	chrX:52953906-52956961	21	15	36	0.583333	250
Phf8	chrX:151631339-151633857	18	0	18	1	117
Phgdh	chr3:98334507-98334658	418	532	950	0.44	1583
Phip	chr9:82896022-82896141	52	49	101	0.514851	548
Phka1	chrX:102617317-102617415	15	7	22	0.681818	187
Phka2	chrX:160577768-160577846	20	0	20	1	149
Phkb	chr8:86059305-86060642	67	57	124	0.540323	225
Phkg1	chr5:129863435-129864689	34	7	41	0.829268	34
Phlda3	chr1:135768478-135769134	109	85	194	0.561856	237
Phospho1	chr11:95830551-95832140	14	17	31	0.451613	55
Phospho2	chr2:69795476-69797168	85	78	163	0.521472	158
Phpt1	chr2:25574683-25574871	8	7	15	0.533333	73
Phrf1	chr7:141262409-141262751	65	79	144	0.451389	471
Phtf1	chr3:104006988-104007491	8	5	13	0.615385	142
Phtf2	chr5:20805655-20805813	35	27	62	0.564516	233
Phyh	chr2:4935969-4936118	44	131	175	0.251429	387
Phyhd1	chr2:30281770-30282149	58	23	81	0.716049	87
Phykpl	chr11:51599466-51599596	6	6	12	0.5	51
Pi4k2a	chr19:42119793-42122218	117	106	223	0.524664	304
Pi4k2b	chr5:52767583-52769344	49	52	101	0.485149	190
Pi4ka	chr16:17363947-17364012	36	56	92	0.391304	432
Pi4kb	chr3:95005759-95006937	11	14	25	0.44	208
Pias1	chr9:62880077-62882261	6	3	9	0.666667	210
Pias2	chr18:77152615-77155708	75	47	122	0.614754	1010
Pias4	chr10:81153966-81154372	9	8	17	0.529412	229
Pibf1	chr14:99254161-99254494	18	12	30	0.6	134
Picalm	chr7:90207583-90209447	123	86	209	0.588517	854
Pick1	chr15:79248721-79249466	15	16	31	0.483871	199
Pidd1	chr7:141441173-141441374	26	20	46	0.565217	140
Piezo1	chr8:122501330-122501416	122	89	211	0.578199	699
Pif1	chr9:65594781-65595962	28	31	59	0.474576	124
Piga	chrX:164431630-164433915	33	0	33	1	303
Pigf	chr17:87023665-87023913	40	36	76	0.526316	173
Pigh	chr12:79085647-79085856	62	29	91	0.681319	161
Pigk	chr3:152785396-152789013	99	50	149	0.66443	232
Pigl	chr11:62512904-62513900	76	85	161	0.47205	271
Pigm	chr1:172376531-172384099	35	17	52	0.673077	200
Pign	chr1:105591622-105591761	13	10	23	0.565217	184
Pigo	chr4:43019212-43019435	10	7	17	0.588235	129
Pigp	chr16:94370089-94370330	127	29	156	0.814103	247
Pigq	chr17:25926420-25927756	11	3	14	0.785714	378
Pigs	chr11:78341734-78342776	40	78	118	0.338983	208
Pigt	chr2:164507275-164508301	92	95	187	0.491979	365
Pigu	chr2:155345648-155345712	33	27	60	0.55	217
Pigv	chr4:133661425-133662791	11	7	18	0.611111	60
Pigyl	chr9:22157732-22158354	63	28	91	0.692308	191
Pih1d1	chr7:45159681-45159824	91	82	173	0.526012	288
Pik3c2a	chr7:116337276-116340223	3	7	10	0.3	240
Pik3c2b	chr1:133105973-133108688	8	5	13	0.615385	77
Pik3c3	chr18:30347723-30348120	39	26	65	0.6	178
Pik3ca	chr3:32462561-32468486	8	8	16	0.5	202
Pik3cb	chr9:99038402-99039850	5	8	13	0.384615	159
Pik3r2	chr8:70774656-70775352	60	24	84	0.714286	230
Pik3r4	chr9:105687115-105687655	66	68	134	0.492537	267
Pikfyve	chr1:65273643-65278696	27	30	57	0.473684	400
Pim1	chr17:29494590-29495459	85	70	155	0.548387	714
Pim2	chrX:7882354-7883432	6	4	10	0.6	88
Pim3	chr15:88864575-88865726	25	32	57	0.438596	565
Pin1	chr9:20663175-20666584	50	44	94	0.531915	589
Pinx1	chr14:63919097-63919859	15	18	33	0.454545	122
Pip4k2a	chr2:18845875-18845978	14	9	23	0.608696	147
Pip4k2b	chr11:97726705-97726857	100	80	180	0.555556	317
Pip4k2c	chr10:127199589-127199856	37	59	96	0.385417	320
Pip5k1a	chr3:95068061-95068266	13	13	26	0.5	255
Pip5k1c	chr10:81317766-81319974	12	21	33	0.363636	229
Pipox	chr11:77892112-77892260	33	44	77	0.428571	234
Pir	chrX:164280129-164280221	8	0	8	1	73
Pisd	chr5:32736314-32737454	9	12	21	0.428571	398
Pisd-ps2	chr17:3080869-3081034	10	93	103	0.0970874	100
Pithd1	chr4:135975602-135976496	32	23	55	0.581818	140
Pitpna	chr11:75626117-75628778	30	23	53	0.566038	350
Pitpnb	chr5:111386503-111388359	138	119	257	0.536965	522
Pitpnc1	chr11:107234347-107234502	24	35	59	0.40678	271
Pitpnm2	chr5:124123543-124123659	5	3	8	0.625	132
Pitrm1	chr13:6579650-6580149	157	214	371	0.423181	569
Pja1	chrX:99465734-99468600	16	7	23	0.695652	367
Pja2	chr17:64308622-64309666	49	70	119	0.411765	248
Pkd1l2	chr8:117014863-117015190	3	8	11	0.272727	50
Pkd2	chr5:104503452-104505819	24	12	36	0.666667	210
Pkd2l1	chr19:44147637-44148548	2	13	15	0.133333	39
Pkig	chr2:163725457-163726158	84	42	126	0.666667	135
Pkm	chr9:59678728-59679375	3501	3261	6762	0.517746	14006
Pkmyt1	chr17:23735563-23735720	35	31	66	0.530303	196
Pkn1	chr8:83677524-83677617	47	19	66	0.712121	286
Pkn2	chr3:142830497-142830614	91	110	201	0.452736	611
Pkn3	chr2:30090523-30091019	17	19	36	0.472222	110
Pknox1	chr17:31604753-31607693	5	7	12	0.416667	117
Pkp2	chr16:16272169-16272712	46	31	77	0.597403	207
Pkp4	chr2:59354203-59355205	36	54	90	0.4	453
Pla2g10	chr16:13715057-13715596	15	28	43	0.348837	85
Pla2g16	chr19:7578954-7579222	55	50	105	0.52381	160
Pla2g1b	chr5:115474509-115474717	27	9	36	0.75	38
Pla2g4a	chr1:149857445-149857684	8	2	10	0.8	22
Pla2g6	chr15:79327635-79328371	47	56	103	0.456311	226
Plaa	chr4:94602877-94603247	212	209	421	0.503563	1252
Plagl1	chr10:13127142-13131695	93	279	372	0.25	471
Plbd2	chr5:120494378-120494536	74	77	151	0.490066	258
Plcb3	chr19:6966386-6966454	67	74	141	0.475177	741
Plcd3	chr11:103078239-103078467	5	5	10	0.5	61
Plcg1	chr2:160759682-160759906	12	12	24	0.5	313
Plcg2	chr8:117634785-117635142	80	36	116	0.689655	251
Plcl2	chr17:50610992-50611195	16	5	21	0.761905	105
Plcxd1	chr5:110103395-110105952	53	40	93	0.569892	143
Pld3	chr7:27545188-27545262	40	37	77	0.519481	211
Plek2	chr12:78896132-78896313	4	8	12	0.333333	28
Plekha1	chr7:130910832-130913302	59	59	118	0.5	255
Plekha2	chr8:25063938-25063986	61	100	161	0.378882	262
Plekha4	chr7:45553765-45554229	16	20	36	0.444444	64
Plekha5	chr6:140593555-140594906	37	29	66	0.560606	156
Plekha7	chr7:116164032-116164496	66	80	146	0.452055	370
Plekha8	chr6:54640784-54645822	28	39	67	0.41791	242
Plekhb2	chr1:34876911-34879585	4	28	32	0.125	358
Plekhd1	chr12:80722319-80724216	24	15	39	0.615385	64
Plekhf1	chr7:38220654-38222158	7	16	23	0.304348	75
Plekhf2	chr4:11007393-11007619	155	391	546	0.283883	749
Plekhg1	chr10:3963401-3967302	11	21	32	0.34375	179
Plekhg3	chr12:76577675-76579039	141	77	218	0.646789	387
Plekhg5	chr4:152114830-152115404	9	20	29	0.310345	124
Plekhh1	chr12:79079438-79081655	131	52	183	0.715847	394
Plekhj1	chr10:80798081-80798626	14	6	20	0.7	186
Plekhm1	chr11:103380034-103380352	29	33	62	0.467742	151
Plekhm2	chr4:141642406-141642515	5	6	11	0.454545	55
Plin2	chr4:86668367-86668562	121	80	201	0.60199	470
Plin3	chr17:56290454-56290511	245	249	494	0.495951	647
Plk1	chr7:122169387-122169875	163	147	310	0.525806	524
Plk2	chr13:110400033-110400843	16	32	48	0.333333	174
Plk3	chr4:117133395-117133502	4	8	12	0.333333	127
Plk4	chr3:40816315-40816883	52	59	111	0.468468	422
Plod1	chr4:147927023-147927120	23	11	34	0.676471	110
Plod2	chr9:92607075-92608427	128	81	209	0.61244	546
Plod3	chr5:136996106-136996646	36	44	80	0.45	174
Plp1	chrX:136836040-136838582	7	10	17	0.411765	51
Plp2	chrX:7671143-7671278	562	612	1174	0.478705	2019
Plrg1	chr3:83072111-83072291	111	120	231	0.480519	669
Pls3	chrX:75801576-75801741	32	22	54	0.592593	335
Plscr1	chr9:92271529-92272561	72	74	146	0.493151	284
Pltp	chr2:164857584-164857708	58	59	117	0.495726	378
Plxdc1	chr11:97954751-97954869	5	20	25	0.2	90
Plxdc2	chr2:16751191-16755839	26	1	27	0.962963	124
Plxna1	chr6:89356458-89357718	33	37	70	0.471429	547
Pmaip1	chr18:66463270-66465558	245	139	384	0.638021	359
Pmepa1	chr2:173224465-173228343	15	8	23	0.652174	118
Pmf1	chr3:88410156-88410316	128	150	278	0.460432	376
Pml	chr9:58249541-58249786	248	247	495	0.50101	616
Pmm1	chr15:81957793-81957910	500	452	952	0.52521	1830
Pmm2	chr16:8656556-8657524	3	5	8	0.375	149
Pmpca	chr2:26395419-26397121	45	40	85	0.529412	897
Pmpcb	chr5:21756980-21757152	154	169	323	0.47678	557
Pms1	chr1:53281941-53282092	24	26	50	0.48	168
Pms2	chr5:143931016-143931756	16	13	29	0.551724	123
Pmvk	chr3:89468514-89469009	76	117	193	0.393782	219
Pnck	chrX:73655992-73656386	6	2	8	0.75	80
Pnisr	chr4:21873586-21874672	42	51	93	0.451613	781
Pnkd	chr1:74351758-74353692	22	30	52	0.423077	210
Pnkp	chr7:44858453-44858749	5	11	16	0.3125	82
Pnldc1	chr17:12888902-12888969	4	4	8	0.5	95
Pnma5	chrX:73035164-73037103	105	82	187	0.561497	598
Pnn	chr12:59071426-59074017	230	130	360	0.638889	1376
Pno1	chr11:17203200-17204001	35	32	67	0.522388	998
Pnp	chr14:50951404-50953412	133	134	267	0.498127	329
Pnp2	chr14:50964256-50964749	69	86	155	0.445161	87
Pnpla2	chr7:141459389-141460743	42	29	71	0.591549	132
Pnpla6	chr8:3542298-3542414	18	19	37	0.486486	384
Pnpla8	chr12:44311325-44313435	100	63	163	0.613497	557
Pnpo	chr11:96942410-96942534	24	40	64	0.375	84
Pnpt1	chr11:29161328-29161828	55	61	116	0.474138	627
Pnrc1	chr4:33247948-33248787	11	18	29	0.37931	127
Pnrc2	chr4:135870926-135872454	89	70	159	0.559748	340
Poc1a	chr9:106349682-106349891	23	26	49	0.469388	155
Poc1b	chr10:99196626-99197988	6	15	21	0.285714	73
Poc5	chr13:96404406-96404683	38	37	75	0.506667	138
Pofut2	chr10:77268527-77269586	17	27	44	0.386364	123
Poglut1	chr16:38529445-38529612	676	452	1128	0.599291	885
Pogz	chr3:94878661-94883567	26	44	70	0.371429	340
Pola1	chrX:93632069-93632155	116	123	239	0.485356	1685
Pola2	chr19:5961091-5961215	105	96	201	0.522388	519
Pold1	chr7:44543241-44543436	122	167	289	0.422145	496
Pold2	chr11:5876713-5876989	67	47	114	0.587719	433
Pold3	chr7:100121364-100121500	115	114	229	0.502183	571
Poldip2	chr11:78521794-78522736	139	123	262	0.530534	596
Poldip3	chr15:83138132-83138522	111	134	245	0.453061	1102
Pole	chr5:110337132-110337453	75	121	196	0.382653	597
Pole2	chr12:69213829-69213912	234	101	335	0.698507	550
Pole3	chr4:62524931-62525014	10	8	18	0.555556	181
Pole4	chr6:82646712-82648036	148	170	318	0.465409	597
Polg	chr7:79464604-79465371	35	25	60	0.583333	494
Polg2	chr11:106775427-106775600	8	7	15	0.533333	32
Poli	chr18:70528702-70528827	71	102	173	0.410405	224
Polk	chr13:96519029-96519187	18	11	29	0.62069	112
Poll	chr19:45557715-45558032	27	14	41	0.658537	123
Polm	chr11:5827860-5829115	41	11	52	0.788462	120
Polr1a	chr6:71978415-71979360	112	77	189	0.592593	719
Polr1b	chr2:129125214-129126595	38	27	65	0.584615	563
Polr1c	chr17:46243920-46244220	35	28	63	0.555556	754
Polr1d	chr5:147078535-147079086	122	160	282	0.432624	905
Polr1e	chr4:45031941-45034279	76	60	136	0.558824	178
Polr2a	chr11:69747981-69748113	126	151	277	0.454874	1893
Polr2b	chr5:77349080-77349328	269	363	632	0.425633	1277
Polr2d	chr18:31796050-31796701	230	325	555	0.414414	388
Polr2e	chr10:80037188-80037384	192	183	375	0.512	1160
Polr2f	chr15:79146053-79146183	63	70	133	0.473684	602
Polr2g	chr19:8798459-8798557	56	50	106	0.528302	647
Polr2h	chr16:20721910-20722265	187	235	422	0.443128	445
Polr2i	chr7:30233285-30233387	23	19	42	0.547619	257
Polr2j	chr5:136122089-136122263	35	44	79	0.443038	270
Polr2k	chr15:36175384-36175476	74	57	131	0.564885	292
Polr2l	chr7:141471860-141473404	54	47	101	0.534653	293
Polr2m	chr9:71483167-71483805	210	229	439	0.47836	1497
Polr3a	chr14:24484118-24484255	45	35	80	0.5625	209
Polr3b	chr10:84725651-84727178	102	118	220	0.463636	418
Polr3d	chr14:70441304-70441455	42	32	74	0.567568	145
Polr3e	chr7:120945476-120947432	44	33	77	0.571429	393
Polr3f	chr2:144538612-144541779	108	113	221	0.488688	232
Polr3g	chr13:81699744-81699893	161	171	332	0.48494	403
Polr3h	chr15:81925786-81926213	64	88	152	0.421053	199
Polr3k	chr2:181868204-181870826	41	37	78	0.525641	191
Polrmt	chr10:79741127-79741276	24	16	40	0.6	164
Pom121	chr5:135391622-135391780	58	76	134	0.432836	439
Pomgnt1	chr4:116159180-116159844	16	12	28	0.571429	226
Pomk	chr8:25987495-25987640	25	28	53	0.471698	95
Pomp	chr5:147875464-147875778	162	128	290	0.558621	978
Pomt1	chr2:32244234-32244389	8	7	15	0.533333	123
Pomt2	chr12:87147171-87147902	45	20	65	0.692308	198
Pop1	chr15:34526163-34526317	8	19	27	0.296296	193
Pop4	chr7:38268902-38268954	319	157	476	0.670168	373
Pop5	chr5:115238135-115238277	20	9	29	0.689655	315
Pop7	chr5:137502279-137502429	45	42	87	0.517241	135
Por	chr5:135734813-135735325	51	77	128	0.398438	213
Porcn	chrX:8201176-8201276	7	13	20	0.35	430
Pot1a	chr6:25771519-25771674	30	132	162	0.185185	252
Pot1b	chr17:55672831-55672893	10	2	12	0.833333	92
Pou2f1	chr1:165865154-165876048	49	28	77	0.636364	417
Pou5f1	chr17:35506032-35506483	13	25	38	0.342105	7281
Ppa2	chr3:133377847-133378235	47	50	97	0.484536	277
Ppan	chr9:20891832-20892179	168	163	331	0.507553	757
Ppap2a	chr13:112867443-112867894	48	39	87	0.551724	221
Ppap2b	chr4:105230897-105232767	35	29	64	0.546875	197
Ppap2c	chr10:79530498-79530772	48	50	98	0.489796	112
Ppapdc1b	chr8:25724080-25724887	13	8	21	0.619048	44
Ppard	chr17:28299602-28301469	35	10	45	0.777778	114
Ppat	chr5:76950957-76951578	242	236	478	0.506276	1098
Ppcdc	chr9:57437417-57437482	65	107	172	0.377907	172
Ppcs	chr4:119418533-119419293	16	19	35	0.457143	192
Ppdpf	chr2:181188182-181188504	162	144	306	0.529412	293
Ppfia1	chr7:144520625-144520789	20	20	40	0.5	244
Ppfia4	chr1:134304287-134304384	12	5	17	0.705882	64
Ppfibp1	chr6:147030314-147032023	21	21	42	0.5	184
Pphln1	chr15:93488974-93491912	18	7	25	0.72	162
Ppib	chr9:66066295-66066629	250	252	502	0.498008	1567
Ppic	chr18:53417840-53418007	31	34	65	0.476923	199
Ppid	chr3:79603031-79603650	342	459	801	0.426966	1105
Ppie	chr4:123138866-123138964	43	48	91	0.472527	371
Ppif	chr14:25699467-25700466	161	151	312	0.516026	318
Ppifos	chr14:25696356-25697822	64	61	125	0.512	53
Ppig	chr2:69749272-69754059	59	67	126	0.468254	794
Ppih	chr4:119320169-119320233	122	146	268	0.455224	440
Ppil1	chr17:29263872-29263971	203	293	496	0.409274	573
Ppil2	chr16:17111143-17111252	23	22	45	0.511111	507
Ppil3	chr1:58444811-58445486	28	18	46	0.608696	129
Ppil4	chr10:7820952-7822563	109	94	203	0.536946	399
Ppip5k2	chr1:97769855-97770092	136	164	300	0.453333	530
Ppm1a	chr12:72793712-72794940	73	30	103	0.708738	777
Ppm1b	chr17:85015409-85017128	97	148	245	0.395918	795
Ppm1d	chr11:85345636-85347071	17	18	35	0.485714	207
Ppm1f	chr16:16923640-16927375	76	73	149	0.510067	239
Ppm1g	chr5:31206038-31206453	117	98	215	0.544186	1028
Ppme1	chr7:100348122-100348179	95	49	144	0.659722	322
Ppp1ca	chr19:4192745-4192876	154	125	279	0.551971	1782
Ppp1cb	chr5:32490954-32493712	144	161	305	0.472131	2232
Ppp1r10	chr17:35931149-35932283	0	9	9	0	448
Ppp1r11	chr17:36949877-36949985	17	29	46	0.369565	229
Ppp1r12a	chr10:108269254-108269358	72	88	160	0.45	423
Ppp1r12c	chr7:4484619-4484771	71	54	125	0.568	271
Ppp1r14a	chr7:29291510-29291590	5	9	14	0.357143	17
Ppp1r14d	chr2:119218626-119218658	16	32	48	0.333333	112
Ppp1r15a	chr7:45525995-45526268	63	26	89	0.707865	186
Ppp1r15b	chr1:133136663-133139800	172	135	307	0.560261	758
Ppp1r16a	chr15:76694298-76694915	5	3	8	0.625	141
Ppp1r21	chr17:88582415-88582513	34	37	71	0.478873	175
Ppp1r35	chr5:137779854-137780107	21	24	45	0.466667	143
Ppp1r37	chr7:19531784-19532525	16	14	30	0.533333	106
Ppp1r7	chr1:93364890-93367618	44	35	79	0.556962	344
Ppp1r8	chr4:132834637-132834790	74	96	170	0.435294	464
Ppp1r9a	chr6:5159552-5165661	8	9	17	0.470588	166
Ppp1r9b	chr11:95005305-95006898	17	25	42	0.404762	170
Ppp2ca	chr11:52117987-52118160	119	133	252	0.472222	1407
Ppp2cb	chr8:33619122-33619804	71	61	132	0.537879	384
Ppp2r1a	chr17:20962574-20962716	193	181	374	0.516043	1461
Ppp2r1b	chr9:50879839-50881622	34	44	78	0.435897	365
Ppp2r2a	chr14:67023026-67023190	39	30	69	0.565217	501
Ppp2r2c	chr5:36952351-36955078	35	5	40	0.875	262
Ppp2r2d	chr7:138882209-138883056	38	49	87	0.436782	391
Ppp2r3c	chr12:55292504-55292574	40	21	61	0.655738	274
Ppp2r3d	chr9:124474346-124476862	13	7	20	0.65	28
Ppp2r4	chr2:30446377-30447807	159	132	291	0.546392	648
Ppp2r5a	chr1:191396236-191397041	47	33	80	0.5875	461
Ppp2r5b	chr19:6227767-6228531	7	4	11	0.636364	68
Ppp2r5c	chr12:110580401-110583074	146	77	223	0.654709	1246
Ppp2r5d	chr17:46687837-46688029	82	71	153	0.535948	484
Ppp2r5e	chr12:75595635-75596200	26	11	37	0.702703	343
Ppp3ca	chr3:136935029-136937727	34	35	69	0.492754	263
Ppp3cb	chr14:20499314-20501662	34	19	53	0.641509	332
Ppp3r1	chr11:17198259-17200380	100	83	183	0.546448	512
Ppp4r1	chr17:65834983-65835144	54	40	94	0.574468	347
Ppp4r2	chr6:100866257-100868717	16	12	28	0.571429	664
Ppp6c	chr2:39226167-39226338	8	9	17	0.470588	439
Ppp6r1	chr7:4646708-4646940	96	145	241	0.39834	476
Ppp6r3	chr19:3526702-3526934	24	28	52	0.461538	885
Pprc1	chr19:46072549-46072909	179	187	366	0.489071	896
Ppt1	chr4:122857510-122859175	49	45	94	0.521277	326
Pptc7	chr5:122320816-122324281	16	28	44	0.363636	187
Ppwd1	chr13:104223092-104223192	41	55	96	0.427083	320
Pqbp1	chrX:7898771-7899000	38	24	62	0.612903	309
Pqlc3	chr12:16999813-17000118	133	68	201	0.661692	248
Praf2	chrX:7730268-7731063	53	46	99	0.535354	401
Pramef12	chr4:144394575-144395159	24	10	34	0.705882	445
Pramef8	chr4:143418838-143421087	51	89	140	0.364286	305
Pramel6	chr2:87508458-87508744	27	15	42	0.642857	503
Prc1	chr7:80315114-80316259	176	211	387	0.45478	956
Prcp	chr7:92932972-92934581	18	28	46	0.391304	159
Prdm1	chr10:44441059-44442164	16	9	25	0.64	141
Prdm10	chr9:31360821-31360961	1	10	11	0.0909091	57
Prdm14	chr1:13125166-13125856	352	49	401	0.877805	506
Prdm2	chr4:143127469-143136099	27	34	61	0.442623	376
Prdm4	chr10:85907276-85908070	37	43	80	0.4625	187
Prdm5	chr6:65883523-65883683	22	19	41	0.536585	129
Prdx1	chr4:116699171-116700000	1157	1277	2434	0.475349	7964
Prdx2	chr8:84971562-84971692	445	262	707	0.62942	3039
Prdx3	chr19:60867516-60867619	26	26	52	0.5	616
Prdx4	chrX:155330303-155330425	111	0	111	1	372
Prdx6	chr1:161244196-161244342	116	164	280	0.414286	1872
Preb	chr5:30959971-30960327	23	18	41	0.560976	307
Prelid1	chr13:55324830-55325272	151	157	308	0.49026	1309
Prelid2	chr18:41875696-41875853	5	8	13	0.384615	114
Prep	chr10:45158232-45158995	98	103	201	0.487562	555
Prepl	chr17:85088340-85088875	45	46	91	0.494505	277
Prex2	chr1:11297708-11303682	13	178	191	0.0680628	317
Prim1	chr10:128020130-128020266	37	52	89	0.41573	691
Prim2	chr1:33669624-33669794	169	254	423	0.399527	310
Primpol	chr8:46599719-46599866	67	62	129	0.51938	214
Prkaa1	chr15:5178688-5181899	66	83	149	0.442953	229
Prkab1	chr5:116024091-116024428	81	85	166	0.487952	159
Prkaca	chr8:83995292-83996442	36	15	51	0.705882	405
Prkacb	chr3:146751447-146751545	26	23	49	0.530612	225
Prkag1	chr15:98815876-98815985	27	36	63	0.428571	164
Prkag2	chr5:24871494-24871659	4	4	8	0.5	70
Prkar1a	chr11:109667430-109669648	231	252	483	0.478261	851
Prkar2a	chr9:108746861-108749511	36	23	59	0.610169	247
Prkci	chr3:31050190-31052740	155	416	571	0.271454	805
Prkcsh	chr9:22013912-22014245	115	92	207	0.555556	681
Prkcz	chr4:155354654-155354704	11	9	20	0.55	98
Prkd3	chr17:78972403-78972586	30	44	74	0.405405	229
Prkdc	chr16:15841771-15842239	39	58	97	0.402062	309
Prkra	chr2:76643223-76643304	15	12	27	0.555556	112
Prkrip1	chr5:136198775-136198954	4	7	11	0.363636	166
Prkrir	chr7:98714982-98718061	24	21	45	0.533333	229
Prmt1	chr7:44981738-44981893	224	235	459	0.488017	2368
Prmt10	chr8:77581034-77581338	46	19	65	0.707692	342
Prmt3	chr7:49857367-49858265	208	207	415	0.501205	679
Prmt5	chr14:54516106-54516191	140	133	273	0.512821	868
Prmt6	chr3:110248525-110250999	29	32	61	0.47541	317
Prmt7	chr8:106234848-106234960	18	12	30	0.6	659
Prodh	chr16:18080926-18081075	13	11	24	0.541667	100
Pros1	chr16:62928033-62929340	188	85	273	0.688645	717
Prosc	chr8:27053286-27056132	91	61	152	0.598684	215
Prpf18	chr2:4645569-4645673	63	70	133	0.473684	270
Prpf19	chr19:10905035-10909559	212	216	428	0.495327	1309
Prpf3	chr3:95835354-95835467	9	7	16	0.5625	281
Prpf31	chr7:3640797-3642484	95	95	190	0.5	562
Prpf38a	chr4:108578985-108579336	47	45	92	0.51087	721
Prpf38b	chr3:108911164-108911704	60	56	116	0.517241	418
Prpf39	chr12:65061424-65063386	131	80	211	0.620853	1997
Prpf4	chr4:62423218-62426990	113	104	217	0.520737	483
Prpf40a	chr2:53141767-53141863	47	54	101	0.465347	1006
Prpf4b	chr13:34901393-34902878	30	42	72	0.416667	529
Prpf6	chr2:181650097-181650230	10	8	18	0.555556	529
Prpf8	chr11:75506330-75506569	202	174	376	0.537234	2287
Prps1	chrX:140475169-140476140	314	265	579	0.542314	1927
Prps1l3	chr12:57238363-57242168	592	255	847	0.698937	1243
Prps2	chrX:167374003-167374186	108	0	108	1	289
Prpsap1	chr11:116490048-116490346	49	43	92	0.532609	352
Prpsap2	chr11:61756195-61756345	89	76	165	0.539394	481
Prr11	chr11:87103187-87103309	42	42	84	0.5	130
Prr12	chr7:45033745-45034232	5	8	13	0.384615	213
Prr13	chr15:102462171-102462806	23	47	70	0.328571	244
Prr14l	chr5:32826958-32831551	70	60	130	0.538462	430
Prr5	chr15:84702718-84703673	10	9	19	0.526316	58
Prrc1	chr18:57389220-57392719	91	163	254	0.358268	361
Prrc2a	chr17:35162202-35162379	34	39	73	0.465753	1321
Prrc2b	chr2:32230611-32234537	280	307	587	0.477002	1851
Prrc2c	chr1:162715392-162715479	142	125	267	0.531835	1645
Prrg2	chr7:45056743-45056884	5	6	11	0.454545	28
Prss35	chr9:86755158-86757506	1	45	46	0.0217391	108
Prss36	chr7:127933567-127933832	9	14	23	0.391304	50
